bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,content
17546,Louisa May Alcott on Race  Sex  and Slavery,Louisa May Alcott/Sarah Elbert,3.94,1555533078,9781555533076,eng,160,18,5,4/17/1997,Northeastern University Press,Louisa May Alcott on Race  Sex  and Slavery Louisa May Alcott/Sarah Elbert Northeastern University Press eng
17548,An Old-Fashioned Thanksgiving,Louisa May Alcott/James Bernardin,3.71,0060004509,9780060004507,eng,32,659,87,8/1/2005,HarperCollins Publishers,An Old-Fashioned Thanksgiving Louisa May Alcott/James Bernardin HarperCollins Publishers eng
17550,Moods,Louisa May Alcott,3.4,0813516706,9780813516707,eng,538,314,48,1/1/1991,Rutgers University Press,Moods Louisa May Alcott Rutgers University Press eng
17557,The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,Louisa May Alcott/Kerry A. Graves,3.91,0736805990,9780736805995,eng,32,29,0,9/1/2000,Capstone Press,The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author Louisa May Alcott/Kerry A. Graves Capstone Press eng
17580,These Happy Golden Years (Little House  #8),Laura Ingalls Wilder/Garth Williams,4.19,0590488120,9780590488129,eng,289,311,22,1/1/1971,Scholastic  Inc.,These Happy Golden Years (Little House  #8) Laura Ingalls Wilder/Garth Williams Scholastic  Inc. eng
17581,Pioneer Girl: The Story of Laura Ingalls Wilder,William   Anderson/Dan Andreasen,4.14,006446234X,9780064462341,eng,32,440,36,2/2/2000,HarperCollins,Pioneer Girl: The Story of Laura Ingalls Wilder William   Anderson/Dan Andreasen HarperCollins eng
17582,The Norton Anthology of Short Fiction,Richard Bausch,4.18,0393926117,9780393926118,eng,1776,663,15,1/5/2006,W. W. Norton & Company,The Norton Anthology of Short Fiction Richard Bausch W. W. Norton & Company eng
17593,Red  White  and Black: The Peoples of Early North America,Gary B. Nash,3.79,0139567569,9780139567568,eng,362,170,7,7/14/1999,Prentice Hall,Red  White  and Black: The Peoples of Early North America Gary B. Nash Prentice Hall eng
17600,Homemade Love,bell hooks/Shane W. Evans,4.18,0786806435,9780786806430,eng,32,222,33,12/23/2002,Jump At The Sun,Homemade Love bell hooks/Shane W. Evans Jump At The Sun eng
17601,The Will to Change: Men  Masculinity  and Love,bell hooks,4.36,0743456084,9780743456081,eng,188,2574,322,12/21/2004,Washington Square Press,The Will to Change: Men  Masculinity  and Love bell hooks Washington Square Press eng
17602,Killing Rage: Ending Racism,bell hooks,4.28,0805050272,9780805050271,eng,288,1987,106,10/15/1996,Holt Paperbacks,Killing Rage: Ending Racism bell hooks Holt Paperbacks eng
17603,Where We Stand: Class Matters,bell hooks,4.18,041592913X,9780415929134,eng,164,1780,142,10/4/2000,Routledge,Where We Stand: Class Matters bell hooks Routledge eng
17607,All About Love: New Visions,bell hooks,4.01,0688168442,9780688168445,eng,240,10928,1144,12/22/1999,William Morrow,All About Love: New Visions bell hooks William Morrow eng
17608,Everybody Was Kung Fu Fighting: Afro-Asian Connections and the Myth of Cultural Purity,Vijay Prashad,3.95,0807050113,9780807050118,eng,232,201,21,11/18/2002,Beacon Press,Everybody Was Kung Fu Fighting: Afro-Asian Connections and the Myth of Cultural Purity Vijay Prashad Beacon Press eng
17609,The Darker Nations: A People's History of the Third World,Vijay Prashad/Howard Zinn,3.98,1565847857,9781565847859,eng,384,659,51,2/19/2007,New Press  The,The Darker Nations: A People's History of the Third World Vijay Prashad/Howard Zinn New Press  The eng
17610,The Karma Of Brown Folk,Vijay Prashad,4.1,0816634394,9780816634392,eng,272,344,31,3/12/2001,Univ Of Minnesota Press,The Karma Of Brown Folk Vijay Prashad Univ Of Minnesota Press eng
17619,The Negro,W.E.B. Du Bois/Robert Gregg,4.32,0812217756,9780812217759,eng,284,29,4,5/22/2001,University of Pennsylvania Press,The Negro W.E.B. Du Bois/Robert Gregg University of Pennsylvania Press eng
17624,Democracy Matters: Winning the Fight Against Imperialism,Cornel West,3.95,1594200297,9781594200298,eng,240,102,12,9/2/2004,Penguin Press HC  The,Democracy Matters: Winning the Fight Against Imperialism Cornel West Penguin Press HC  The eng
17632,Tyranny of the Majority: Fundamental Fairness in Representative Democracy,Lani Guinier/Stephen L. Carter,3.87,0029131693,9780029131695,eng,352,41,3,2/1/1995,Free Press,Tyranny of the Majority: Fundamental Fairness in Representative Democracy Lani Guinier/Stephen L. Carter Free Press eng
17635,More Readings From One Man's Wilderness: The Journals of Richard L. Proenneke  1974-1980,Richard Proenneke/John Branson,4.42,0160729947,9780160729942,eng,496,239,5,1/5/2006,National Park Service,More Readings From One Man's Wilderness: The Journals of Richard L. Proenneke  1974-1980 Richard Proenneke/John Branson National Park Service eng
17639,The Guardship (Thomas Marlowe  #1),James L. Nelson,4.01,0380804522,9780380804528,eng,384,313,28,1/5/2000,William Morrow Paperbacks,The Guardship (Thomas Marlowe  #1) James L. Nelson William Morrow Paperbacks eng
17643,Before We Were Free,Julia Alvarez,3.87,044023784X,9780440237846,eng,192,4950,837,4/13/2004,Laurel Leaf Library,Before We Were Free Julia Alvarez Laurel Leaf Library eng
17644,Moral Disorder and Other Stories,Margaret Atwood,3.63,0385503849,9780385503846,eng,255,8270,755,10/17/2006,Nan A. Talese,Moral Disorder and Other Stories Margaret Atwood Nan A. Talese eng
17645,The Penelopiad,Margaret Atwood/Laurel Merlington,3.7,1841957178,9781841957173,eng,198,29315,2631,10/5/2005,Canongate U.S.,The Penelopiad Margaret Atwood/Laurel Merlington Canongate U.S. eng
17654,The Moth Diaries,Rachel Klein,3.49,0571219713,9780571219711,eng,245,60,12,4/7/2004,Faber & Faber Limited,The Moth Diaries Rachel Klein Faber & Faber Limited eng
17673,The Anthropology of Turquoise: Reflections on Desert  Sea  Stone  and Sky,Ellen Meloy,4.04,0375708138,9780375708138,eng,336,1063,159,7/8/2003,Vintage,The Anthropology of Turquoise: Reflections on Desert  Sea  Stone  and Sky Ellen Meloy Vintage eng
17675,Eating Stone: Imagination and the Loss of the Wild,Ellen Meloy,4.1,140003177X,9781400031771,eng,352,462,78,10/17/2006,Vintage,Eating Stone: Imagination and the Loss of the Wild Ellen Meloy Vintage eng
17679,Writing the Qualitative Dissertation: Understanding by Doing,Judith M. Meloy,3.73,0805832890,9780805832891,eng,242,9,0,7/3/2001,Psychology Press,Writing the Qualitative Dissertation: Understanding by Doing Judith M. Meloy Psychology Press eng
17682,The Dead Beat: Lost Souls  Lucky Stiffs  and the Perverse Pleasures of Obituaries,Marilyn Johnson,3.41,0060758767,9780060758769,eng,272,1137,231,1/30/2007,Harper Perennial,The Dead Beat: Lost Souls  Lucky Stiffs  and the Perverse Pleasures of Obituaries Marilyn Johnson Harper Perennial eng
17683,Dead Beat (The Dresden Files  #7),Jim Butcher,4.43,045146091X,9780451460912,eng,517,91592,2747,1/1/2006,Roc,Dead Beat (The Dresden Files  #7) Jim Butcher Roc eng
17686,Diaries  1910-1923,Franz Kafka/Max Brod/Joseph Kresh/Martin Greenberg,4.23,0805209069,9780805209068,eng,521,2090,90,1/21/2009,Schocken,Diaries  1910-1923 Franz Kafka/Max Brod/Joseph Kresh/Martin Greenberg Schocken eng
17687,The Metamorphosis,Franz Kafka,3.81,1419172697,9781419172694,eng,48,395,30,6/17/2004,Kessinger Publishing,The Metamorphosis Franz Kafka Kessinger Publishing eng
17688,The Metamorphosis  In the Penal Colony  and Other Stories: The Great Short Works of Franz Kafka,Franz Kafka,4.04,0684800705,9780684800707,eng,352,13846,193,5/22/2000,Scribner,The Metamorphosis  In the Penal Colony  and Other Stories: The Great Short Works of Franz Kafka Franz Kafka Scribner eng
17690,The Trial,Franz Kafka/Max Brod/Willa Muir/Edwin Muir,3.98,0099428644,9780099428640,eng,255,168300,3724,4/9/2001,Vintage,The Trial Franz Kafka/Max Brod/Willa Muir/Edwin Muir Vintage eng
17691,Franz Kafka: The Complete Stories,Franz Kafka/Nabum N. Glazer/John Updike,4.35,0805238638,9780805238631,eng,486,59,3,1/1/1987,Schocken,Franz Kafka: The Complete Stories Franz Kafka/Nabum N. Glazer/John Updike Schocken eng
17692,The Trial,Franz Kafka/Breon Mitchell/Arthur H. Samuelson,3.98,0805209999,9780805209990,eng,276,4086,372,5/25/1999,Schocken Books,The Trial Franz Kafka/Breon Mitchell/Arthur H. Samuelson Schocken Books eng
17694,The Zürau Aphorisms,Franz Kafka/Michael Hofmann/Geoffrey Brock/Roberto Calasso,3.75,0805212078,9780805212075,eng,160,648,57,12/26/2006,Schocken,The Zürau Aphorisms Franz Kafka/Michael Hofmann/Geoffrey Brock/Roberto Calasso Schocken eng
17697,Collected Shorter Fiction: Volume I,Leo Tolstoy/Aylmer Maude/Nigel J. Cooper,4.41,0375411720,9780375411724,eng,848,72,10,8/7/2001,Everyman's Library,Collected Shorter Fiction: Volume I Leo Tolstoy/Aylmer Maude/Nigel J. Cooper Everyman's Library eng
17698,The Cossacks,Leo Tolstoy/Peter Constantine/Cynthia Ozick,3.79,0812975049,9780812975048,eng,161,4356,226,2/14/2006,Modern Library,The Cossacks Leo Tolstoy/Peter Constantine/Cynthia Ozick Modern Library eng
17701,More Adventures of the Great Brain (Great Brain  #2),John D. Fitzgerald/Mercer Mayer,4.26,0142400653,9780142400654,eng,160,4850,138,2/9/2004,Puffin Books,More Adventures of the Great Brain (Great Brain  #2) John D. Fitzgerald/Mercer Mayer Puffin Books eng
17702,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss/Vince Neil/Nikki Sixx/Tommy Lee/Mick Mars,4.16,0060392886,9780060392888,eng,430,436,50,5/22/2001,Dey Street Books,The Dirt: Confessions of the World's Most Notorious Rock Band Neil Strauss/Vince Neil/Nikki Sixx/Tommy Lee/Mick Mars Dey Street Books eng
17707,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,0671746065,9780671746063,eng,216,2796,242,5/1/1991,Pocket Books,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1) Douglas Adams Pocket Books eng
17722,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel,4.07,0553213458,9780553213454,eng,234,1469,98,5/1/1984,Bantam Classics,Alice's Adventures in Wonderland & Through the Looking-Glass Lewis Carroll/John Tenniel Bantam Classics eng
17724,The Awakening,Kate Chopin/Margo Culley,3.65,0393960579,9780393960570,eng,336,937,72,9/17/1993,W. W. Norton & Company,The Awakening Kate Chopin/Margo Culley W. W. Norton & Company eng
17727,The Books of Magic,Neil Gaiman/John Bolton/Scott Hampton/Charles Vess/Paul Johnson/Roger Zelazny,4.08,1563890828,9781563890826,eng,200,13850,481,4/14/1993,Vertigo,The Books of Magic Neil Gaiman/John Bolton/Scott Hampton/Charles Vess/Paul Johnson/Roger Zelazny Vertigo eng
17728,The House of Mirth,Edith Wharton/Nina Bawden,3.95,1844082938,9781844082933,eng,351,69014,3180,1/19/2006,Virago,The House of Mirth Edith Wharton/Nina Bawden Virago eng
17733,The House of Mirth,Edith Wharton/Jeffrey Meyers,3.95,1593081049,9781593081041,eng,359,74,9,10/1/2003,Barnes  Noble Classics,The House of Mirth Edith Wharton/Jeffrey Meyers Barnes  Noble Classics eng
17735,Light (Kefahuchi Tract  #1),M. John Harrison,3.6,0553382950,9780553382952,eng,310,3732,415,8/31/2004,Spectra,Light (Kefahuchi Tract  #1) M. John Harrison Spectra eng
17743,Beautiful Evidence,Edward R. Tufte,4.15,0961392177,9780961392178,eng,213,2045,130,11/7/2006,Graphics Press LLC,Beautiful Evidence Edward R. Tufte Graphics Press LLC eng
17747,The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,Edward R. Tufte,4.08,0961392169,9780961392161,eng,31,924,65,1/1/2006,Graphics Press,The Cognitive Style of PowerPoint: Pitching Out Corrupts Within Edward R. Tufte Graphics Press eng
17766,Master and Commander (Aubrey/Maturin Book 1),Patrick O'Brian,4.1,073931565X,9780739315651,eng,0,1,0,3/9/2004,Random House Audio,Master and Commander (Aubrey/Maturin Book 1) Patrick O'Brian Random House Audio eng
17770,Post Captain (Aubrey/Maturin Book 2),Patrick O'Brian,4.29,039700804X,9780397008049,eng,413,3,0,12/1/1972,Lippincott Williams & Wilkins,Post Captain (Aubrey/Maturin Book 2) Patrick O'Brian Lippincott Williams & Wilkins eng
17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.16,0141001828,9780141001821,eng,302,72656,4930,5/1/2001,Penguin Books,In the Heart of the Sea: The Tragedy of the Whaleship Essex Nathaniel Philbrick Penguin Books eng
17781,Heart of the Sea (Gallaghers of Ardmore  #3),Nora Roberts,4.15,0515128554,9780515128550,eng,369,24451,537,12/5/2000,Berkley Books,Heart of the Sea (Gallaghers of Ardmore  #3) Nora Roberts Berkley Books eng
17795,Banvard's Folly: Thirteen Tales of People Who Didn't Change the World,Paul  Collins,3.98,0312300336,9780312300333,eng,320,513,70,5/3/2002,Picador,Banvard's Folly: Thirteen Tales of People Who Didn't Change the World Paul  Collins Picador eng
17798,Fads and Fallacies in the Name of Science,Martin Gardner,4.06,0486203948,9780486203942,eng,384,1022,46,6/1/1957,Dover Publications (NY),Fads and Fallacies in the Name of Science Martin Gardner Dover Publications (NY) eng
17799,South of the Border  West of the Sun,Haruki Murakami/Philip Gabriel,3.87,0099448572,9780099448570,eng,190,59657,2612,12/1/2006,Vintage,South of the Border  West of the Sun Haruki Murakami/Philip Gabriel Vintage eng
17803,After Dark,Haruki Murakami/Jay Rubin,3.7,0307265838,9780307265838,eng,191,80308,4506,5/8/2007,Knopf Publishing Group,After Dark Haruki Murakami/Jay Rubin Knopf Publishing Group eng
17804,Vintage Murakami,Haruki Murakami,4.03,1400033969,9781400033966,eng,182,740,41,1/6/2004,Vintage Books USA,Vintage Murakami Haruki Murakami Vintage Books USA eng
17828,The Master and Margarita,Mikhail Bulgakov/Michael Karpelson,4.3,1411683056,9781411683051,eng,332,493,47,4/1/2006,Lulu Press,The Master and Margarita Mikhail Bulgakov/Michael Karpelson Lulu Press eng
17830,Bulgakov's the Master and Margarita: The Text as a Cipher,Elena N. Mahlow,5.0,0533017424,9780533017423,eng,202,4,0,1/1/1975,Vantage Press,Bulgakov's the Master and Margarita: The Text as a Cipher Elena N. Mahlow Vantage Press eng
17841,Foucault's Pendulum,Umberto Eco/William Weaver,3.89,015603297X,9780156032971,eng,623,46598,2074,3/5/2007,Mariner Books,Foucault's Pendulum Umberto Eco/William Weaver Mariner Books eng
17845,Pendulum: Leon Foucault and the Triumph of Science,Amir D. Aczel,3.72,0743464796,9780743464796,eng,288,183,25,9/14/2004,Washington Square Press,Pendulum: Leon Foucault and the Triumph of Science Amir D. Aczel Washington Square Press eng
17846,The House of Mirth,Edith Wharton/Jeffrey Meyers,3.95,1593081537,9781593081539,eng,348,360,67,8/26/2004,Barnes  Noble Classics,The House of Mirth Edith Wharton/Jeffrey Meyers Barnes  Noble Classics eng
17850,The House of Mirth,Edith Wharton/R.W.B. Lewis,3.95,0814749763,9780814749760,eng,335,10,0,1/1/1977,New York University Press,The House of Mirth Edith Wharton/R.W.B. Lewis New York University Press eng
17861,The Family Trade (The Merchant Princes  #1),Charles Stross,3.52,0765348217,9780765348210,eng,308,4691,355,5/1/2005,Tor Fantasy,The Family Trade (The Merchant Princes  #1) Charles Stross Tor Fantasy eng
17862,Toast  and Other Stories,Charles Stross,3.8,0809556030,9780809556038,eng,247,935,34,12/13/2005,Cosmos Books (OH),Toast  and Other Stories Charles Stross Cosmos Books (OH) eng
17867,The Hidden Family (The Merchant Princes  #2),Charles Stross,3.57,0765352052,9780765352057,eng,309,3344,127,5/2/2006,Tor Fantasy,The Hidden Family (The Merchant Princes  #2) Charles Stross Tor Fantasy eng
17872,Lobsters,Charles Stross/Shandra Marie/Jared Doreck,3.83,1884612466,9781884612466,eng,1,158,5,8/11/2005,AudioText,Lobsters Charles Stross/Shandra Marie/Jared Doreck AudioText eng
17873,Antibodies,Charles Stross/Shandra Marie/Jared Doreck,3.46,1884612474,9781884612473,eng,1,67,4,8/11/2005,AudioText,Antibodies Charles Stross/Shandra Marie/Jared Doreck AudioText eng
17876,Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,Fyodor Dostoyevsky/Andrew R. MacAndrew/Ben Marcus,4.18,0451529553,9780451529558,eng,233,71824,1607,11/2/2004,Signet,Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead Fyodor Dostoyevsky/Andrew R. MacAndrew/Ben Marcus Signet eng
17877,The House of the Dead,Fyodor Dostoyevsky/Ergin Altay,4.05,0486434095,9780486434094,eng,247,11252,399,4/22/2004,Dover Publications,The House of the Dead Fyodor Dostoyevsky/Ergin Altay Dover Publications eng
17878,The Village of Stepanchikovo,Fyodor Dostoyevsky/Ignat Avsey,3.87,0140446583,9780140446586,eng,224,1570,80,12/1/2001,Penguin Book Limited,The Village of Stepanchikovo Fyodor Dostoyevsky/Ignat Avsey Penguin Book Limited eng
17879,Crime and Punishment,Fyodor Dostoyevsky/Larissa Volokhonsky/Richard Pevear,4.21,0679420290,9780679420293,eng,564,6950,381,5/25/1993,Random House,Crime and Punishment Fyodor Dostoyevsky/Larissa Volokhonsky/Richard Pevear Random House eng
17880,The Gambler,Fyodor Dostoyevsky/Jonathan Franzen,3.89,184391123X,9781843911234,eng,160,82,8,10/1/2005,Hesperus Press,The Gambler Fyodor Dostoyevsky/Jonathan Franzen Hesperus Press eng
17881,Notes from Underground & The Double,Fyodor Dostoyevsky/Jessie Coulson,4.2,0140442529,9780140442526,eng,287,4706,151,7/30/1972,Penguin Books,Notes from Underground & The Double Fyodor Dostoyevsky/Jessie Coulson Penguin Books eng
17883,Notes from Underground & A Confession (Everyman's Library),A.D.P. Briggs/Leo Tolstoy/Fyodor Dostoyevsky,3.76,0460874489,9780460874489,eng,256,17,1,6/15/1994,Everymans Library,Notes from Underground & A Confession (Everyman's Library) A.D.P. Briggs/Leo Tolstoy/Fyodor Dostoyevsky Everymans Library eng
17890,The Gambler/Bobok/A Nasty Story,Fyodor Dostoyevsky/Jessie Coulson,3.99,0140441794,9780140441796,eng,240,576,41,5/27/1966,Penguin Books,The Gambler/Bobok/A Nasty Story Fyodor Dostoyevsky/Jessie Coulson Penguin Books eng
17891,The Idiot,Fyodor Dostoyevsky/Constance Garnett,4.18,0486432130,9780486432137,eng,540,72,6,12/12/2003,Dover Publications,The Idiot Fyodor Dostoyevsky/Constance Garnett Dover Publications eng
17893,Netochka Nezvanova,Fyodor Dostoyevsky/Jane Kentish,3.81,0140444556,9780140444551,eng,176,2590,127,8/29/1985,Penguin Classics,Netochka Nezvanova Fyodor Dostoyevsky/Jane Kentish Penguin Classics eng
17905,Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood,Tom Stoppard,4.29,0571197515,9780571197514,eng,608,572,33,12/1/2000,Farrar  Straus and Giroux,Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood Tom Stoppard Farrar  Straus and Giroux eng
17914,The Real Thing,Tom Stoppard,3.94,0571125298,9780571125296,eng,112,3553,140,4/17/2000,Farrar  Straus and Giroux,The Real Thing Tom Stoppard Farrar  Straus and Giroux eng
17918,Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,Tom Stoppard,4.03,0571177654,9780571177653,eng,211,78,13,4/15/1996,Faber & Faber,Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth Tom Stoppard Faber & Faber eng
17922,Every Good Boy Deserves Favor & Professional Foul,Tom Stoppard,3.9,0802150454,9780802150455,eng,188,190,10,3/28/1994,Grove Press,Every Good Boy Deserves Favor & Professional Foul Tom Stoppard Grove Press eng
17926,Lord Malquist and Mr. Moon,Tom Stoppard,3.41,0802142710,9780802142719,eng,200,192,23,8/15/2006,Grove Press,Lord Malquist and Mr. Moon Tom Stoppard Grove Press eng
17944,The Gunslinger (The Dark Tower #1),Stephen King,3.96,0451160525,9780451160522,eng,315,1902,227,7/1/1989,Signet,The Gunslinger (The Dark Tower #1) Stephen King Signet eng
17945,Everything and Nothing,Jorge Luis Borges/Eliot Weinberger/John M. Fein/James E. Irby/Donald A. Yates,4.38,0811214001,9780811214001,eng,108,593,37,4/17/1999,New Directions,Everything and Nothing Jorge Luis Borges/Eliot Weinberger/John M. Fein/James E. Irby/Donald A. Yates New Directions eng
17946,Seven Nights,Jorge Luis Borges/Eliot Weinberger,4.33,0811209059,9780811209052,eng,121,1037,60,5/29/1985,New Directions Publishing Corporation,Seven Nights Jorge Luis Borges/Eliot Weinberger New Directions Publishing Corporation eng
17961,Collected Fictions,Jorge Luis Borges/Andrew Hurley,4.58,0140286802,9780140286809,eng,565,18874,791,9/30/1999,Penguin Classics Deluxe Edition,Collected Fictions Jorge Luis Borges/Andrew Hurley Penguin Classics Deluxe Edition eng
17971,The Eternal Frontier: An Ecological History of North America and Its Peoples,Tim Flannery,4.06,0802138888,9780802138880,eng,432,588,69,4/17/2002,Grove Press,The Eternal Frontier: An Ecological History of North America and Its Peoples Tim Flannery Grove Press eng
17976,Hope Springs Eternal (Prairie River  #4),Kristiana Gregory,4.27,0439440033,9780439440035,eng,176,130,7,7/1/2005,Scholastic Paperbacks,Hope Springs Eternal (Prairie River  #4) Kristiana Gregory Scholastic Paperbacks eng
17977,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,4.13,061861916X,9780618619160,eng,688,20232,609,9/2/2005,Mariner Books,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution Richard Dawkins Mariner Books eng
17982,The Reverse of the Medal (Aubrey & Maturin #11),Patrick O'Brian,4.41,0006499260,9780006499268,eng,261,186,12,4/1/2010,HarperCollins,The Reverse of the Medal (Aubrey & Maturin #11) Patrick O'Brian HarperCollins eng
17983,The Reverse of the Medal (Aubrey/Maturin  #11),Patrick O'Brian/Simon Vance,4.41,0786178183,9780786178186,eng,0,3598,93,2/1/2006,Blackstone Audiobooks,The Reverse of the Medal (Aubrey/Maturin  #11) Patrick O'Brian/Simon Vance Blackstone Audiobooks eng
17986,Teleny or the Reverse of the Medal,Oscar Wilde,3.67,1595690360,9781595690364,eng,138,985,63,3/7/2006,MONDIAL,Teleny or the Reverse of the Medal Oscar Wilde MONDIAL eng
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,4.29,0385495323,9780385495325,eng,412,16531,977,8/29/2000,Anchor,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography Simon Singh Anchor eng
17998,The Eternity Code (Artemis Fowl  #3),Eoin Colfer,4.04,0786856289,9780786856282,eng,309,1660,125,5/3/2005,Miramax,The Eternity Code (Artemis Fowl  #3) Eoin Colfer Miramax eng
18005,How I Became a Pirate,Melinda Long/David Shannon,4.08,0152018484,9780152018481,eng,44,24098,586,9/1/2003,HMH Books for Young Readers,How I Became a Pirate Melinda Long/David Shannon HMH Books for Young Readers eng
18013,The Pirate Dictionary,Terry Breverton,3.7,1589802438,9781589802438,eng,189,51,7,7/31/2004,Pelican Publishing Company,The Pirate Dictionary Terry Breverton Pelican Publishing Company eng
18016,Mulliner Nights (Mr. Mulliner  #3),P.G. Wodehouse,4.11,1400079616,9781400079612,eng,240,1174,75,4/12/2005,Vintage,Mulliner Nights (Mr. Mulliner  #3) P.G. Wodehouse Vintage eng
18018,Jill the Reckless,P.G. Wodehouse,4.02,1585676608,9781585676606,eng,290,666,82,4/7/2005,Harry N. Abrams,Jill the Reckless P.G. Wodehouse Harry N. Abrams eng
18019,The Code of the Woosters: Jeeves to the Rescue,P.G. Wodehouse/Jonathan Cecil,4.36,1572705485,9781572705487,eng,7,172,26,9/7/2006,AudioGO,The Code of the Woosters: Jeeves to the Rescue P.G. Wodehouse/Jonathan Cecil AudioGO eng
18021,P.G. Wodehouse in His Own Words,P.G. Wodehouse/Tony Ring/Barry Day,4.07,1585673935,9781585673933,eng,320,48,6,4/28/2003,Harry N. Abrams,P.G. Wodehouse in His Own Words P.G. Wodehouse/Tony Ring/Barry Day Harry N. Abrams eng
18022,Jeeves and the Mating Season (Jeeves  #9),P.G. Wodehouse/Jonathan Cecil,4.26,1572703199,9781572703193,eng,7,109,22,4/7/2003,AudioGO,Jeeves and the Mating Season (Jeeves  #9) P.G. Wodehouse/Jonathan Cecil AudioGO eng
18025,Something Fresh (Blandings Castle  #1),P.G. Wodehouse,4.16,1585676586,9781585676583,eng,284,5311,391,4/7/2005,Harry N. Abrams,Something Fresh (Blandings Castle  #1) P.G. Wodehouse Harry N. Abrams eng
18027,The Clicking of Cuthbert,P.G. Wodehouse,3.93,1406929980,9781406929980,eng,162,6,1,11/3/2006,Hard Press,The Clicking of Cuthbert P.G. Wodehouse Hard Press eng
18029,Ring for Jeeves (Jeeves  #10),P.G. Wodehouse,4.01,1585675245,9781585675241,eng,208,2785,183,4/12/2004,Harry N. Abrams,Ring for Jeeves (Jeeves  #10) P.G. Wodehouse Harry N. Abrams eng
18032,Jeeves and the Tie That Binds (Jeeves  #14),P.G. Wodehouse,4.23,0743203623,9780743203623,eng,205,2781,130,11/1/2000,Touchstone,Jeeves and the Tie That Binds (Jeeves  #14) P.G. Wodehouse Touchstone eng
18035,Right Ho  Jeeves (Jeeves  #6),P.G. Wodehouse,4.32,140690483X,9781406904833,eng,224,8193,443,11/3/2006,Hard Press,Right Ho  Jeeves (Jeeves  #6) P.G. Wodehouse Hard Press eng
18039,Blandings Castle (Blandings Castle  #3),P.G. Wodehouse,4.18,1585673382,9781585673384,eng,301,1370,70,10/23/2002,Harry N. Abrams,Blandings Castle (Blandings Castle  #3) P.G. Wodehouse Harry N. Abrams eng
18041,Mr. Mulliner Speaking,P.G. Wodehouse,4.01,1841591386,9781841591384,eng,232,1497,48,3/3/2005,Everyman Library / Overlook Press,Mr. Mulliner Speaking P.G. Wodehouse Everyman Library / Overlook Press eng
18047,The Adventures of Sally,P.G. Wodehouse,3.78,1426423705,9781426423703,eng,232,10,0,5/29/2008,BiblioLife,The Adventures of Sally P.G. Wodehouse BiblioLife eng
18053,Meet Mr. Mulliner,P.G. Wodehouse,4.06,1585672750,9781585672752,eng,203,1224,89,5/13/2002,Harry N. Abrams,Meet Mr. Mulliner P.G. Wodehouse Harry N. Abrams eng
18055,Eggs  Beans  and Crumpets,P.G. Wodehouse,4.11,1841591068,9781841591063,eng,224,898,60,10/27/2000,Overlook Press,Eggs  Beans  and Crumpets P.G. Wodehouse Overlook Press eng
18061,Uncle Fred in the Springtime (Blandings Castle  #6),P.G. Wodehouse,4.24,1841591300,9781841591308,eng,288,1703,108,4/15/2004,Everyman,Uncle Fred in the Springtime (Blandings Castle  #6) P.G. Wodehouse Everyman eng
18062,The Best of Wodehouse: An Anthology,P.G. Wodehouse/John Mortimer,4.41,0307266613,9780307266613,eng,840,413,46,6/19/2007,Everyman's Library,The Best of Wodehouse: An Anthology P.G. Wodehouse/John Mortimer Everyman's Library eng
18064,The World of Mr. Mulliner,P.G. Wodehouse,4.32,0140281703,9780140281705,eng,624,345,30,7/29/1999,Penguin Books Ltd,The World of Mr. Mulliner P.G. Wodehouse Penguin Books Ltd eng
18072,The Waste Lands (The Dark Tower #3),Stephen King/Ned Dameron,4.24,0451173317,9780451173317,eng,590,1013,96,1/1/1993,Signet Book,The Waste Lands (The Dark Tower #3) Stephen King/Ned Dameron Signet Book eng
18073,Jeeves in the Offing (Jeeves  #12),P.G. Wodehouse,4.17,1841591165,9781841591162,eng,208,28,4,9/12/2002,Everyman,Jeeves in the Offing (Jeeves  #12) P.G. Wodehouse Everyman eng
